Heathrow Airport,11/01/2022,10.1,7.1,9.2,10.1,6.3,8.3,8.4,94.6,0.82,100,,rain,0,0,37.4,16.5,188.3,1029.9,94.9,8.3,593.6,51,10,10,2022-01-11T08:03:41,2022-01-11T16:16:11,0.33,Rain,1,rain,"C9038,03672099999,03768099999,03781099999,D4121,F1762,03772099999,03770099999",Cloudy skies throughout the day with rain.
Heathrow Airport,12/01/2022,8.1,2,4.7,7.4,0.6,4.4,3,88.9,0.2,100,,rain,0,0,22.7,11.1,283.7,1040.6,0.2,9.2,618,53.1,10,10,2022-01-12T08:03:01,2022-01-12T16:17:39,0.38,Rain,1,rain,"C9038,03672099999,03768099999,03781099999,D4121,F1762,03772099999,03770099999",Clear conditions throughout the day with early morning rain.
Heathrow Airport,13/01/2022,8.1,-1,3.2,7.4,-1,2.7,1.3,88.4,0.2,100,,rain,0,0,10.8,7.5,232.9,1041.3,15.8,7.3,636.5,54.9,10,10,2022-01-13T08:02:18,2022-01-13T16:19:08,0.41,Rain,1,rain,"C9038,03672099999,03768099999,03781099999,D4121,F1762,03772099999,03770099999",Clear conditions throughout the day with afternoon rain.
Heathrow Airport,14/01/2022,8.1,0,3,8.1,0,2.9,1,87.3,0.02,100,,rain,0,0,6.5,5.4,173.5,1036.2,0,9,642.6,55.3,10,10,2022-01-14T08:01:32,2022-01-14T16:20:39,0.45,Rain,1,rain,"C9038,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Clear conditions throughout the day with afternoon rain.
Heathrow Airport,15/01/2022,5.1,-0.9,2.9,5,-1.7,1.6,2,93.9,0.2,100,,rain,0,0,20.5,9.3,149.2,1026.5,55.7,6,574.6,49.3,10,10,2022-01-15T08:00:43,2022-01-15T16:22:11,0.47,Rain,1,rain,"C9038,03672099999,03768099999,03781099999,D4121,D5398,D5210,03772099999,03770099999",Partly cloudy throughout the day with afternoon rain.
Heathrow Airport,16/01/2022,9,4,6.1,8,1.7,4.8,4.6,90.1,0,0,,rain,0,0,32.4,14.7,265.8,1027.1,60.3,8,543.1,46.8,9,10,2022-01-16T07:59:51,2022-01-16T16:23:46,0.49,Partially cloudy,2,partly-cloudy-day,"C9038,03672099999,03768099999,03781099999,D5398,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,17/01/2022,9.1,1,3.9,9.1,-1.5,2.6,1.6,85,0,0,,,0,0,35.6,12.9,287,1037.7,0,9.8,622.7,53.8,10,10,2022-01-17T07:58:57,2022-01-17T16:25:21,0.5,Clear,0,clear-day,"C9038,03672099999,03768099999,03781099999,D4121,F4685,03772099999,03770099999",Clear conditions throughout the day.
Heathrow Airport,18/01/2022,6.1,-2,2.5,6,-4.8,1.7,1.4,92.8,0.21,100,,rain,0,0,16.9,9.3,237.4,1037.2,65.6,6,617.4,53.3,10,10,2022-01-18T07:57:59,2022-01-18T16:26:58,0.5,Rain,1,rain,"AT240,C9038,03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with afternoon rain.
Heathrow Airport,19/01/2022,9,3.1,6.1,6.6,0.5,4,3.2,81.7,0,0,,rain,0,0,47.5,24.1,275.8,1028,62.9,10.1,585.1,50.5,10,10,2022-01-19T07:56:59,2022-01-19T16:28:37,0.52,Partially cloudy,2,partly-cloudy-day,"C9038,03672099999,03768099999,03781099999,D4121,F4685,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,20/01/2022,6,1,3.2,3.7,-1.9,1.3,-1.4,72.9,0,0,,,0,0,42.1,13,333.1,1036,42,10.2,400.4,33.3,10,10,2022-01-20T07:55:56,2022-01-20T16:30:16,0.53,Partially cloudy,2,partly-cloudy-day,"C9038,03672099999,03768099999,03781099999,D4121,F4685,03772099999,03770099999",Becoming cloudy in the afternoon.
Heathrow Airport,21/01/2022,5,-2,1.9,2.5,-4.9,-0.9,-1.2,80.2,0,0,,,0,0,28.1,20.4,278,1039.2,58.3,10.1,24,1.8,2,10,2022-01-21T07:54:50,2022-01-21T16:31:57,0.56,Partially cloudy,2,partly-cloudy-day,"03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,22/01/2022,6,1.1,4.9,6,-2.3,3.5,1.7,80,0,0,,,0,0,35.6,13,301.5,1037.6,88.2,10.1,20.1,1.4,1,10,2022-01-22T07:53:42,2022-01-22T16:33:39,0.6,Partially cloudy,2,partly-cloudy-day,"03672099999,03768099999,03781099999,D5398,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,23/01/2022,6.1,5,5.4,6,3.3,4.5,1.9,77.8,0,0,,,0,0,9.4,9.3,213.3,1035.3,99.9,10.1,12,0.9,0,10,2022-01-23T07:52:32,2022-01-23T16:35:22,0.65,Overcast,3,cloudy,"AT240,03672099999,03768099999,03781099999,D4121,D5210,03772099999,03770099999",Cloudy skies throughout the day.
Heathrow Airport,24/01/2022,5.1,3.1,4.2,4.1,0.5,2.9,1,80.2,0,0,,,0,0,9,11.1,149.5,1033.6,99.9,10,11.9,0.9,0,10,2022-01-24T07:51:18,2022-01-24T16:37:05,0.7,Overcast,3,cloudy,"03672099999,03768099999,03781099999,D4121,D5210,03772099999,03770099999",Cloudy skies throughout the day.
Heathrow Airport,25/01/2022,3,2,2.4,3,-1.5,0.6,0,84.4,0,0,,,0,0,16.6,12.9,246.9,1034.7,99.9,9.7,11.5,0.9,0,10,2022-01-25T07:50:03,2022-01-25T16:38:50,0.75,Overcast,3,cloudy,"03672099999,03768099999,03781099999,D5398,D4121,D5210,03772099999,03770099999",Cloudy skies throughout the day.
Heathrow Airport,26/01/2022,8.1,3,5.3,5.6,1,3,1.5,77.1,0,0,,,0,0,47.9,18.3,246.1,1032.8,87.4,10,32,2.5,1,10,2022-01-26T07:48:45,2022-01-26T16:40:35,0.81,Partially cloudy,2,partly-cloudy-day,"03672099999,03768099999,03781099999,D5398,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,27/01/2022,13,5,8.4,13,2,6.6,4.9,78.8,0,0,,rain,0,0,55.8,25.8,270,1028.7,53.3,10.2,30.1,2.3,2,10,2022-01-27T07:47:24,2022-01-27T16:42:21,0.86,Partially cloudy,2,partly-cloudy-day,"D0265,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,28/01/2022,10,1,5.6,10,-1.4,3.8,3.3,85.7,0,0,,rain,0,0,48.2,24.1,247.5,1034.3,37.3,10.1,155.9,11.7,10,10,2022-01-28T07:46:02,2022-01-28T16:44:08,0.91,Partially cloudy,2,partly-cloudy-day,"C9038,03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,29/01/2022,13,4.1,10.3,13,1.3,9.8,6.4,76.9,0,0,,rain,0,0,57.8,40.6,267.9,1028.8,72.4,10.1,413.4,34.3,10,10,2022-01-29T07:44:37,2022-01-29T16:45:55,0.95,Partially cloudy,2,wind,"C9038,03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,30/01/2022,8.1,1,5.1,6,-1.4,2.9,1.2,76.8,0,0,,rain,0,0,58.7,24.1,255.9,1030,34.6,10,66,5,3,10,2022-01-30T07:43:10,2022-01-30T16:47:43,0.98,Partially cloudy,2,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Becoming cloudy in the afternoon.
Heathrow Airport,31/01/2022,8,4.1,6.5,4.9,-0.1,3,0.2,65.7,1,100,,rain,0,0,61.7,33.4,297.9,1023.9,32.6,10,62,4.7,4,10,2022-01-31T07:41:41,2022-01-31T16:49:31,1,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Clearing in the afternoon with rain.
Heathrow Airport,01/02/2022,14.1,7,10.1,14.1,4.1,9.1,6.3,77.6,0,0,,rain,0,0,55.8,31.6,269.6,1022.2,45.2,10,61.9,4.8,3,10,2022-02-01T07:40:10,2022-02-01T16:51:20,0,Partially cloudy,2,wind,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,02/02/2022,12,8.1,9.9,12,5.8,9,6.7,80.9,0,0,,,0,0,48.2,24.1,259.2,1022.6,49.6,10,49,3.7,2,10,2022-02-02T07:38:37,2022-02-02T16:53:08,0.01,Partially cloudy,2,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,03/02/2022,10,7.1,9,10,4.1,7.4,5.3,77.3,0,0,,,0,0,49.3,22.3,234.2,1014.9,95.3,10.1,30.8,2.4,1,10,2022-02-03T07:37:01,2022-02-03T16:54:58,0.03,Overcast,3,cloudy,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Cloudy skies throughout the day.
Heathrow Airport,04/02/2022,10,4,6.9,10,0.3,3.9,3,76.5,4,100,,rain,0,0,54.7,31.6,255.8,1011.8,57.4,9.8,48,3.7,5,10,2022-02-04T07:35:24,2022-02-04T16:56:47,0.07,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with afternoon rain.
Heathrow Airport,05/02/2022,10,2.1,6.9,10,-2.1,5.1,2.6,74.5,0,0,,,0,0,55.3,40.6,245.8,1018.9,36.7,10,55.3,4.1,3,10,2022-02-05T07:33:46,2022-02-05T16:58:37,0.11,Partially cloudy,2,wind,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Becoming cloudy in the afternoon.
Heathrow Airport,06/02/2022,11,5.1,9.2,11,1.4,7.3,4.6,73.3,1.61,100,,rain,0,0,70.9,46.3,265.4,1008.3,60,10,152.2,12.1,10,10,2022-02-06T07:32:05,2022-02-06T17:00:27,0.15,Rain,1,rain,"03680099999,03660099999,C9038,03672099999,03768099999,03781099999,D4121,F4685,03772099999,03770099999",Partly cloudy throughout the day with rain in the morning and afternoon.
Heathrow Airport,07/02/2022,11,1.1,7,11,-2.3,5,3.1,77.1,0,0,,,0,0,50.4,29.4,256.7,1025.6,47.9,10,60.4,4.4,3,10,2022-02-07T07:30:23,2022-02-07T17:02:17,0.2,Partially cloudy,2,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Becoming cloudy in the afternoon.
Heathrow Airport,08/02/2022,12,10,11.1,12,10,11.1,6.2,72,0,0,,,0,0,48.2,27.6,233.3,1026.9,99.9,10.1,32.1,2.6,1,10,2022-02-08T07:28:39,2022-02-08T17:04:06,0.25,Overcast,3,cloudy,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Cloudy skies throughout the day.
Heathrow Airport,09/02/2022,13,8,10.2,13,5.3,9.7,7.2,82.2,0,0,,rain,0,0,41.4,25.8,245.7,1023.7,90.7,9.9,66.7,5,5,10,2022-02-09T07:26:53,2022-02-09T17:05:56,0.29,Overcast,3,cloudy,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Cloudy skies throughout the day.
Heathrow Airport,10/02/2022,8,3,5.9,6.8,-0.6,3.1,2,77,1.01,100,,rain,0,0,35.3,25.8,281.7,1023.3,21.9,10,50.2,3.7,2,10,2022-02-10T07:25:06,2022-02-10T17:07:47,0.34,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Becoming cloudy in the afternoon with early morning rain.
Heathrow Airport,11/02/2022,9,1,4.2,8.6,-2.3,1.9,0,75.5,0,0,,,0,0,42.1,18.2,224.3,1031.7,25.9,10,104.9,8,5,10,2022-02-11T07:23:17,2022-02-11T17:09:36,0.38,Partially cloudy,2,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,12/02/2022,8.1,2,5.5,4.5,-0.7,2.3,1,73.5,0,0,,,0,0,51.9,29.5,195,1021.8,34,10,77.6,6,4,10,2022-02-12T07:21:26,2022-02-12T17:11:26,0.42,Partially cloudy,2,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Clearing in the afternoon.
Heathrow Airport,13/02/2022,10,7,8.3,10,2.8,5.5,6.2,86.6,6,100,,rain,0,0,59.4,31.6,193.8,1001.5,98.6,9.5,296.5,23.4,10,10,2022-02-13T07:19:35,2022-02-13T17:13:16,0.45,Rain,1,rain,"03660099999,C9038,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Cloudy skies throughout the day with late afternoon rain.
Heathrow Airport,14/02/2022,9,4.1,7.3,6,1,4.1,4.7,83.4,6.99,100,,rain,0,0,50,29.4,259.2,999.5,69.9,10.1,384,33,10,10,2022-02-14T07:17:42,2022-02-14T17:15:06,0.48,Rain,1,rain,"03680099999,C9038,03660099999,03672099999,03768099999,03781099999,D4121,F1762,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,15/02/2022,10,3,7.2,10,-0.6,4.6,5.4,88,4.43,100,,rain,0,0,53.6,31.6,233.3,1006.8,55.9,9.9,282.6,22.6,10,10,2022-02-15T07:15:47,2022-02-15T17:16:55,0.49,Rain,1,rain,"03660099999,C9038,03672099999,03768099999,03781099999,D4121,AR120,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,16/02/2022,15,9,12.7,15,6.4,12.5,10,83.5,1,100,,rain,0,0,74.6,55.2,244.2,996,96.8,9.7,585,50.6,10,10,2022-02-16T07:13:51,2022-02-16T17:18:45,0.5,Rain,1,rain,"03680099999,C9038,03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Cloudy skies throughout the day with rain.
Heathrow Airport,17/02/2022,12,8,9.8,12,4.2,8.4,3.3,64.2,0.21,100,,rain,0,0,64.1,44.6,255.8,1007.8,44.2,10,136.2,11.2,10,10,2022-02-17T07:11:54,2022-02-17T17:20:34,0.51,Rain,1,rain,"03680099999,C9038,03660099999,03672099999,03781099999,D4121,03772099999,E8174,03770099999",Partly cloudy throughout the day with rain clearing later.
Heathrow Airport,18/02/2022,12,4,8.2,12,-2.1,5.2,3.1,71.5,1.6,100,,rain,0,0,100.2,66.4,229.6,997.2,66.6,9.6,65.9,5.3,3,10,2022-02-18T07:09:56,2022-02-18T17:22:23,0.52,Rain,1,rain,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain in the morning and afternoon.
Heathrow Airport,19/02/2022,10,3,6.3,10,-1.6,2.8,2.4,76.5,4.99,100,,rain,0,0,65.8,44.4,243.3,1009.9,28.7,9.8,35.7,2.9,2,10,2022-02-19T07:07:57,2022-02-19T17:24:12,0.54,Rain,1,rain,"03680099999,03660099999,03672099999,03781099999,F6665,D4121,03772099999,03770099999",Becoming cloudy in the afternoon with rain.
Heathrow Airport,20/02/2022,12,5,9.9,12,-0.9,8.6,6.8,80.9,0.21,100,,rain,0,0,91.3,46.3,240.4,1003.4,82.8,9.5,320.9,25.5,10,10,2022-02-20T07:05:56,2022-02-20T17:26:00,0.58,Rain,1,rain,"03680099999,03660099999,C9038,03672099999,03781099999,D4121,D5398,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,21/02/2022,11,5,7.9,11,-0.8,5,1.3,63.3,4.21,100,,rain,0,0,76,51.7,280.8,1009.7,41.2,10,44.4,3.4,2,10,2022-02-21T07:03:55,2022-02-21T17:27:49,0.62,Rain,1,rain,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,22/02/2022,13,6,9.2,13,3.1,8,4.3,72.2,0,0,,rain,0,0,56.4,38.8,252.9,1018.8,39.6,10,61,4.8,5,10,2022-02-22T07:01:52,2022-02-22T17:29:37,0.67,Partially cloudy,2,wind,"03680099999,03660099999,03672099999,03781099999,D4121,F4685,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,23/02/2022,10.1,2.1,6.9,10.1,-0.7,4.6,3.4,79.3,0,0,,rain,0,0,50,33.3,228.5,1021,37.1,10,66.9,5.3,4,10,2022-02-23T06:59:48,2022-02-23T17:31:24,0.73,Partially cloudy,2,wind,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,24/02/2022,9,4,6.4,6.1,-2.1,2.3,1.7,72.5,3.03,100,,rain,0,0,59.4,42.3,246.3,1011.1,35.9,10,80.1,6.4,5,10,2022-02-24T06:57:44,2022-02-24T17:33:12,0.79,Rain,1,rain,"03680099999,03660099999,03672099999,03781099999,D4121,D5210,03772099999,03770099999",Partly cloudy throughout the day with afternoon rain.
Heathrow Airport,25/02/2022,10.1,3,6.3,10.1,-1.7,4,0,65.5,0,0,,,0,0,52.7,31.6,268.6,1025.5,5.8,10,150.9,11.9,6,10,2022-02-25T06:55:38,2022-02-25T17:34:59,0.84,Clear,0,wind,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",Clear conditions throughout the day.
Heathrow Airport,26/02/2022,10.1,0,5,10.1,-0.3,3.7,0,72.8,0,0,,,0,0,41,27.7,146.5,1029.8,3.4,10,133.1,10.7,5,10,2022-02-26T06:53:32,2022-02-26T17:36:46,0.89,Clear,0,clear-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",Clear conditions throughout the day.
Heathrow Airport,27/02/2022,10.1,1.1,5.8,10.1,-3,3.2,-0.6,65.2,0,0,,,0,0,48.2,22.2,137.9,1024.4,0,10,152.7,12,5,10,2022-02-27T06:51:24,2022-02-27T17:38:33,0.94,Clear,0,clear-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",Clear conditions throughout the day.
Heathrow Airport,28/02/2022,12,5,8.8,12,1.9,7.7,5.8,81.7,0.2,100,,rain,0,0,42.1,24.1,176.3,1023.9,76.6,9.7,52.6,4.1,2,10,2022-02-28T06:49:16,2022-02-28T17:40:19,0.97,Rain,1,rain,"AT240,03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with late afternoon rain.
Heathrow Airport,01/03/2022,10,7,8.1,10,4.3,6.2,7.2,94.2,5.02,100,,rain,0,0,37.4,18.3,76.3,1025.7,99.4,7.8,282.6,23.3,10,10,2022-03-01T06:47:08,2022-03-01T17:42:05,1,Rain,1,rain,"03680099999,03660099999,C9038,03672099999,03781099999,D5398,D4121,D5210,03772099999,03770099999",Cloudy skies throughout the day with a chance of rain throughout the day.
Heathrow Airport,02/03/2022,8,6.1,6.9,5.8,3.4,4.4,5.2,89.4,12.57,100,,rain,0,0,35.3,18.3,99.2,1020.9,79.2,7.9,494.8,42.5,10,10,2022-03-02T06:44:58,2022-03-02T17:43:51,1,Rain,1,rain,"03680099999,C9038,03660099999,03672099999,03781099999,D5398,D4121,03772099999,03770099999",Partly cloudy throughout the day with a chance of rain throughout the day.
Heathrow Airport,03/03/2022,12.1,5,8.5,12.1,3.3,7.6,6.2,85.6,0.6,100,,rain,0,0,28.4,18.3,122.1,1015.2,71.3,9.1,521.5,45.1,10,10,2022-03-03T06:42:48,2022-03-03T17:45:36,0,Rain,1,rain,"03680099999,C9038,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,04/03/2022,9,6,7.4,9,4.1,5.9,5.6,88.9,0.2,100,,rain,0,0,31.7,13,287.1,1019.2,87.8,9.9,315.7,27,10,10,2022-03-04T06:40:37,2022-03-04T17:47:22,0.02,Rain,1,rain,"03680099999,C9038,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with late afternoon rain.
Heathrow Airport,05/03/2022,7,4,6.1,4.5,-0.2,3.3,3,80.5,0,0,,rain,0,0,50,22.3,245.8,1023.8,97.7,9.8,30.1,2.4,1,10,2022-03-05T06:38:26,2022-03-05T17:49:07,0.04,Overcast,3,cloudy,"03680099999,03660099999,03672099999,03781099999,D4121,F1762,03772099999,03770099999",Cloudy skies throughout the day.
Heathrow Airport,06/03/2022,7,4,5.3,3.6,0.1,2.1,-0.6,66.3,0.4,100,,rain,0,0,51.8,24.1,51.7,1028.6,86.1,10,110.8,8.7,7,10,2022-03-06T06:36:13,2022-03-06T17:50:51,0.08,Rain,1,rain,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with early morning rain.
Heathrow Airport,07/03/2022,8,1.1,4.5,4.5,-2.7,1.1,-0.8,69.4,0,0,,,0,0,42.5,29.4,79.6,1024.3,50.4,10,134.2,10.7,6,10,2022-03-07T06:34:01,2022-03-07T17:52:36,0.12,Partially cloudy,2,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,08/03/2022,12.1,0.1,6.2,12.1,-4.6,3.8,-0.3,64.2,0,0,,rain,0,0,38.9,24.1,121.7,1014.8,11.7,10,136.4,11.8,5,10,2022-03-08T06:31:48,2022-03-08T17:54:20,0.16,Clear,0,clear-day,"03680099999,03660099999,03672099999,03781099999,D4121,F1762,03772099999,03770099999",Clear conditions throughout the day.
Heathrow Airport,09/03/2022,12.1,8,10.1,12.1,6,9.2,5.6,74,0,0,,,0,0,44.4,31.6,166.3,1016.1,69,10,95.8,8.2,6,10,2022-03-09T06:29:34,2022-03-09T17:56:04,0.21,Partially cloudy,2,wind,"03680099999,03660099999,03672099999,03781099999,D4121,F4685,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,10/03/2022,15.1,7.1,11.6,15.1,4.6,11.2,6.4,70.7,0,0,,rain,0,0,41,24,146.3,1015.7,29,10,91.8,7.8,4,10,2022-03-10T06:27:20,2022-03-10T17:57:47,0.25,Partially cloudy,2,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03768099999,F4685,03772099999,03770099999",Clearing in the afternoon.
Heathrow Airport,11/03/2022,12.1,8.1,10.2,12.1,5.1,9.2,6.8,80.2,2.99,100,,rain,0,0,50,25.9,149.2,1004.6,41,9.6,189.5,16.4,10,10,2022-03-11T06:25:06,2022-03-11T17:59:31,0.3,Rain,1,rain,"03680099999,03660099999,C9038,03672099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with late afternoon rain.
Heathrow Airport,12/03/2022,12.1,7.1,9.6,12.1,4.1,7.9,5.1,74.3,1.4,100,,rain,0,0,50,29.4,177.1,1007.8,54.1,10,474.8,41.1,10,10,2022-03-12T06:22:51,2022-03-12T18:01:14,0.35,Rain,1,rain,"03680099999,C9038,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,13/03/2022,11.1,7,9.4,11.1,4.7,8,6.3,81.5,0.8,100,,rain,0,0,45.4,25.8,171.7,1007.1,64.2,9.9,70.4,6,3,10,2022-03-13T06:20:36,2022-03-13T18:02:57,0.39,Rain,1,rain,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain in the morning and afternoon.
Heathrow Airport,14/03/2022,12.1,4,8,12.1,2.9,7.4,5,83,0,0,,rain,0,0,28.8,20.4,217,1022.9,15.2,10,83.4,7.4,4,10,2022-03-14T06:18:20,2022-03-14T18:04:39,0.43,Clear,0,clear-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",Clear conditions throughout the day.
Heathrow Airport,15/03/2022,15.1,5,10,15.1,5,9.6,5.5,76.1,0,0,,,0,0,24.5,18.3,114.3,1021.9,7.9,10,128.4,11,4,10,2022-03-15T06:16:04,2022-03-15T18:06:22,0.46,Clear,0,clear-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999",Clear conditions throughout the day.
