Heathrow Airport,11/01/2020,10.9,5.8,9.3,10.9,2.4,7.5,6.2,81.14,0,,4.17,,,,64.7,40.6,205.5,1024.3,88,23.5,47.3,1.4,1,,2020-01-11T08:03:59,2020-01-11T16:15:26,0.51,Partially cloudy,2,wind,"03769099999,EGWU,EGLL,03672099999,03768099999,03781099999,03658099999,03772099999,03660099999,D4121,03761099999,EGLC,EGLF,03770099999",Partly cloudy throughout the day.
Heathrow Airport,12/01/2020,11.1,6,9.4,11.1,3.1,7.9,6.5,82.23,0.61,,8.33,,,,58.4,37,223.3,1018.2,48.4,33.8,75.9,2.2,2,,2020-01-12T08:03:20,2020-01-12T16:16:53,0.52,Rain,1,rain,"03769099999,03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain in the morning and afternoon.
Heathrow Airport,13/01/2020,11,5.1,8.3,11,2.6,5.6,6.4,88.15,0.4,,12.5,,,,68.4,42.5,188.5,1009.1,64.5,19.3,63.6,2.1,1,,2020-01-13T08:02:39,2020-01-13T16:18:21,0.55,Rain,1,rain,"EGWU,EGLL,03872099999,03672099999,03768099999,03781099999,03658099999,03772099999,03660099999,D4121,03761099999,EGLC,EGLF,03770099999",Partly cloudy throughout the day with rain in the morning and afternoon.
Heathrow Airport,14/01/2020,13,7.5,10.3,13,3.9,8.9,8.6,89.37,5.22,,12.5,,,,76,48.2,197.9,996,77.9,14.3,37.4,1.1,1,,2020-01-14T08:01:55,2020-01-14T16:19:51,0.59,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,15/01/2020,12.6,6.5,8.5,12.6,3.4,6.2,6,84.46,12.8,,12.5,,,,77.7,50,218.3,1006.7,51.7,21.2,69,2,2,,2020-01-15T08:01:07,2020-01-15T16:21:23,0.64,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with a chance of rain throughout the day.
Heathrow Airport,16/01/2020,12.3,5.6,9.2,12.3,2.9,7.8,6.9,85.45,0.4,,4.17,,,,53.5,29.5,168.8,1014.4,60.1,21.4,57.9,1.9,1,,2020-01-16T08:00:17,2020-01-16T16:22:56,0.69,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with late afternoon rain.
Heathrow Airport,17/01/2020,10.6,2.6,7.5,10.6,-1.5,4.6,4.9,84.26,4.06,,12.5,,,,66.6,40.7,220.4,1012.5,46.3,37.1,76.9,2.5,2,,2020-01-17T07:59:24,2020-01-17T16:24:31,0.75,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with a chance of rain throughout the day.
Heathrow Airport,18/01/2020,7.8,0.8,3.5,5.6,-2.9,1.3,1,84.23,0,,4.17,,,,,14.7,284.2,1027.9,10.9,25.9,98.8,3.2,2,,2020-01-18T07:58:28,2020-01-18T16:26:08,0.81,Clear,0,clear-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Clear conditions throughout the day.
Heathrow Airport,19/01/2020,7.5,-0.7,2.4,7.5,-3.1,1.4,0,85.29,0.2,,4.17,,,,9.4,9.3,276.5,1044.3,10,19.1,92.7,3.3,2,,2020-01-19T07:57:29,2020-01-19T16:27:45,0.86,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Clear conditions throughout the day with afternoon rain.
Heathrow Airport,20/01/2020,8.1,0.6,3.3,7.5,-1.8,2.3,0.9,84.54,0,,4.17,,,,,9.3,269.3,1047.7,52.1,15.7,84.4,3,2,,2020-01-20T07:56:27,2020-01-20T16:29:24,0.91,Partially cloudy,2,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,21/01/2020,7.8,-2,2.5,6.6,-4,1,0.8,89.16,0,,4.17,,,,,9.4,261.4,1041.9,15,9.5,102.4,3.7,2,,2020-01-21T07:55:23,2020-01-21T16:31:04,0.95,Clear,0,clear-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Clear conditions throughout the day.
Heathrow Airport,22/01/2020,8.1,1,5.5,7.6,1,4.9,4.8,95.51,0.2,,12.5,,,,,14.7,178,1037.6,96.1,7.6,33,1,1,,2020-01-22T07:54:16,2020-01-22T16:32:46,0.98,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Cloudy skies throughout the day with late afternoon rain.
Heathrow Airport,23/01/2020,8,6.6,7.4,7.6,4.7,6.5,5.3,86.62,0,,4.17,,,,,12.9,156.8,1031.5,99.5,15.5,25.4,0.7,1,,2020-01-23T07:53:07,2020-01-23T16:34:28,0.99,Overcast,3,cloudy,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Cloudy skies throughout the day.
Heathrow Airport,24/01/2020,6.8,5.8,6.4,6.6,4.1,5.5,5.2,91.74,0,,8.33,,,,,11.1,268.1,1023.3,97.4,10.1,25.9,0.7,1,,2020-01-24T07:51:55,2020-01-24T16:36:11,1,Overcast,3,cloudy,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Cloudy skies throughout the day.
Heathrow Airport,25/01/2020,6.6,5.6,6,4.7,2.9,3.8,4.5,89.94,0,,4.17,,,,,14.7,161.3,1018.5,98.6,10.8,37.2,1.2,1,,2020-01-25T07:50:41,2020-01-25T16:37:55,0,Overcast,3,cloudy,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Cloudy skies throughout the day.
Heathrow Airport,26/01/2020,10.3,6.6,8.4,10.3,3.8,6.1,7.1,91.54,2.2,,12.5,,,,42.5,24.1,180.4,1009.6,70.9,13.5,69.5,2,1,,2020-01-26T07:49:24,2020-01-26T16:39:40,0.01,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,27/01/2020,9.1,5.5,7.3,7.4,2.2,4.6,5.7,89.93,7.4,,12.5,,,,44.6,24,203.3,999.8,67.1,27.5,53.3,1.5,1,,2020-01-27T07:48:05,2020-01-27T16:41:26,0.03,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,28/01/2020,7.3,2.3,4.4,3.2,-3,-0.2,1.5,81.89,1.99,,12.5,,,,53.6,33.4,246.3,996,32.6,39.5,106.1,3.8,3,,2020-01-28T07:46:43,2020-01-28T16:43:12,0.06,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with morning rain.
Heathrow Airport,29/01/2020,9.3,2.8,5.9,5.9,-1.3,2.2,2.3,77.78,0,,0,,,,37.1,31.6,233.3,1009,27.6,24.5,162.2,5.3,3,,2020-01-29T07:45:20,2020-01-29T16:44:59,0.09,Partially cloudy,2,wind,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Becoming cloudy in the afternoon.
Heathrow Airport,30/01/2020,12.8,7.7,10.1,12.8,4.6,8.8,8.6,90.09,0.2,,4.17,,,,50,29.5,212.5,1004.4,91.1,34.2,31,1.1,1,,2020-01-30T07:43:54,2020-01-30T16:46:47,0.13,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Cloudy skies throughout the day with afternoon rain.
Heathrow Airport,31/01/2020,12.3,8.7,10.6,12.3,5.6,9.5,9,89.41,0,,4.17,,,,53.6,31.6,222.1,1006.1,87.8,46.8,60.7,2.2,1,,2020-01-31T07:42:26,2020-01-31T16:48:35,0.18,Partially cloudy,2,wind,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,01/02/2020,12.1,7.1,9.9,12.1,4,8.6,5.6,75.5,0.99,,4.17,,,,66.5,42.4,237.5,1004.9,49.5,27.3,106.9,3.8,2,,2020-02-01T07:40:56,2020-02-01T16:50:23,0.22,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with early morning rain.
Heathrow Airport,02/02/2020,13.3,6.3,10.3,13.3,3.8,9.5,7.4,82.84,8.33,,8.33,,,,57.6,38.8,214.6,1007.5,82.4,18.7,75.9,2.7,2,,2020-02-02T07:39:24,2020-02-02T16:52:12,0.27,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain in the morning and afternoon.
Heathrow Airport,03/02/2020,11.6,5.6,9.2,11.6,2.1,6.8,4.9,75.16,0.2,,12.5,,,,53.6,35.2,257.9,1012.6,39.3,22.4,92.5,3.3,2,,2020-02-03T07:37:49,2020-02-03T16:54:01,0.32,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with morning rain.
Heathrow Airport,04/02/2020,9.3,4.4,6.9,6.9,-0.7,3.6,2.3,72.75,0.2,,4.17,,,,49.2,29.5,287.1,1022.1,49.7,29.4,70.4,2.5,1,,2020-02-04T07:36:13,2020-02-04T16:55:50,0.37,Rain,1,rain,"EGWU,EGLL,03660099999,03672099999,03768099999,03781099999,D4121,EGLC,EGLF,03772099999,03770099999",Partly cloudy throughout the day with morning rain.
Heathrow Airport,05/02/2020,9.3,1.9,5.1,9.3,0.2,4.6,3.2,87.74,0,,4.17,,,,0,7.5,246.3,1036.6,32.1,9.1,114.9,4.1,3,,2020-02-05T07:34:35,2020-02-05T16:57:40,0.41,Partially cloudy,2,partly-cloudy-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,06/02/2020,8.9,-0.3,3.3,8.9,-0.3,2.7,1.9,91.12,0,,4.17,,,,0,11.1,175.7,1031.6,19.5,7.1,132.7,4.8,3,,2020-02-06T07:32:56,2020-02-06T16:59:29,0.45,Clear,0,clear-day,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Clear conditions throughout the day.
Heathrow Airport,07/02/2020,9.6,1.1,5.7,6.9,-1.8,3.1,3.4,86.11,0.2,,4.17,,,,35.3,24,117.9,1019.4,34.2,11.7,164.9,5.9,3,,2020-02-07T07:31:14,2020-02-07T17:01:19,0.48,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Becoming cloudy in the afternoon with afternoon rain.
Heathrow Airport,08/02/2020,10.7,7.6,9.2,10.7,4.5,7.2,5.3,77.7,1,,4.17,,,,48.2,29.5,207.1,1014.6,66.2,20.7,141.2,5.1,3,,2020-02-08T07:29:31,2020-02-08T17:03:09,0.5,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with morning rain.
Heathrow Airport,09/02/2020,12.8,8.8,10.4,12.8,4.4,8.4,7.8,84.05,9.04,,12.5,,,,94.6,61,216.7,994.4,86.6,13.2,28.6,1,1,,2020-02-09T07:27:46,2020-02-09T17:04:59,0.5,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,10/02/2020,9.6,3.6,6.7,5.6,-1.5,1.7,2.5,75.34,5.77,,12.5,,,,96.4,50,248,997.4,52,27.5,122.7,4.4,3,,2020-02-10T07:26:00,2020-02-10T17:06:49,0.52,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,11/02/2020,7.8,3.6,5.2,3.4,-1.6,0.2,-1.3,63.57,1.02,,8.33,,,,74.1,46.4,251.7,1007.9,21.6,27.9,169.5,6.1,4,,2020-02-11T07:24:12,2020-02-11T17:08:39,0.53,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Becoming cloudy in the afternoon with early morning rain.
Heathrow Airport,12/02/2020,9,2.5,5.4,5.2,-2.5,1.3,1.1,74.77,0,,4.17,,,,59.3,37,230.8,1014.2,37.5,30.9,176.9,6.4,4,,2020-02-12T07:22:22,2020-02-12T17:10:29,0.57,Partially cloudy,2,wind,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,13/02/2020,9.8,5.6,7.4,7,0.6,4.1,4.8,84.33,11.38,,16.67,,,,50.1,33.5,227.1,998.8,63.7,27.1,97.4,3.5,3,,2020-02-13T07:20:31,2020-02-13T17:12:19,0.62,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,14/02/2020,11.8,2.5,7.7,11.8,0.4,6.5,5.1,84.18,0,,8.33,,,,50.2,33.4,207.1,1016.5,61.7,25.3,165.6,6,3,,2020-02-14T07:18:39,2020-02-14T17:14:09,0.67,Partially cloudy,2,wind,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,15/02/2020,12.8,9.8,11.6,12.8,7.2,11.3,10.2,91.49,7.38,,16.67,,,,79.5,46.4,196.7,1006.3,85.8,9.8,35,1.3,1,,2020-02-15T07:16:45,2020-02-15T17:15:58,0.73,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with a chance of rain throughout the day.
Heathrow Airport,16/02/2020,13,5.8,9.8,13,0.5,7.7,7.7,86.93,16.24,,16.67,,,,83.5,48.2,220.4,996,68.3,20.7,33.7,1.2,1,,2020-02-16T07:14:50,2020-02-16T17:17:48,0.78,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with a chance of rain throughout the day.
Heathrow Airport,17/02/2020,11.3,5.1,7.8,11.3,0.5,4.3,2.7,70.45,0.41,,8.33,,,,68.4,44.6,236.3,1009.6,38,26.3,128.1,5.1,3,,2020-02-17T07:12:54,2020-02-17T17:19:37,0.84,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,18/02/2020,11.1,4.4,6.9,11.1,0.1,4.3,3.1,77.59,1.99,,4.17,,,,68.4,38.8,239.5,1018.1,28.1,27.1,138.6,5.5,3,,2020-02-18T07:10:56,2020-02-18T17:21:26,0.88,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with late afternoon rain.
Heathrow Airport,19/02/2020,9.1,2.7,6.4,6.3,-1.6,3.3,3.8,83.77,1.43,,12.5,,,,50,27.7,234,1018.7,65.8,22.2,65.3,2.6,1,,2020-02-19T07:08:57,2020-02-19T17:23:15,0.93,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,20/02/2020,10.1,4.1,7.8,10.1,-0.8,4.4,5.1,83.26,5.2,,16.67,,,,68.4,38.8,232.1,1011.9,60.4,30.5,62.1,2.5,1,,2020-02-20T07:06:57,2020-02-20T17:25:04,0.96,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,21/02/2020,10.6,3.8,7.7,10.6,-0.8,4.8,3.3,73.72,0,,0,,,,64.8,42.4,230.4,1022.4,60,21.9,112.4,4.4,2,,2020-02-21T07:04:56,2020-02-21T17:26:52,0.98,Partially cloudy,2,wind,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,22/02/2020,13.8,9.2,10.8,13.8,5.1,9.4,6,72.55,0.2,,8.33,,,,68.4,44.6,240.8,1018.3,82.9,20.5,140.3,5.1,4,,2020-02-22T07:02:54,2020-02-22T17:28:40,1,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with afternoon rain.
Heathrow Airport,23/02/2020,14.1,7.8,10.9,14.1,6.1,10.1,6.6,75.77,1.01,,12.5,,,,74.1,46.4,258.7,1017,82.9,36.1,107.3,4.2,2,,2020-02-23T07:00:51,2020-02-23T17:30:28,1,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,24/02/2020,11.8,5.6,9.4,11.8,2.3,7.9,7.1,86.04,2.83,,12.5,,,,63,40.7,207.9,1010.5,79.2,29.6,42.1,1.5,1,,2020-02-24T06:58:47,2020-02-24T17:32:16,0,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,25/02/2020,8.3,2.9,5.8,4.4,-2.1,1.6,2.4,79.15,0.99,,4.17,,,,55.4,31.6,247.1,1000.4,55.3,38.1,125.2,5.4,3,,2020-02-25T06:56:42,2020-02-25T17:34:03,0.02,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with late afternoon rain.
Heathrow Airport,26/02/2020,8.8,1.2,4.6,5.5,-3.5,0.6,-0.4,70.9,0.2,,8.33,,,,57.6,27.7,265,1003.9,47.9,36.8,153.4,6.6,4,,2020-02-26T06:54:36,2020-02-26T17:35:50,0.04,Rain,1,rain,"03680099999,03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with late afternoon rain.
Heathrow Airport,27/02/2020,8.1,1.8,4.4,4.8,-2.1,1.1,0.1,75.31,5.03,,8.33,,,1,53.7,33.5,236.7,1003.8,54.1,27.4,139.2,5.5,3,,2020-02-27T06:52:29,2020-02-27T17:37:37,0.06,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain in the morning and afternoon.
Heathrow Airport,28/02/2020,11.6,0.2,6.3,11.6,-2.9,4.1,4.5,88.24,4,,8.33,,,,53.6,35.2,187,1005.6,78.7,19,35,1.5,1,,2020-02-28T06:50:21,2020-02-28T17:39:23,0.1,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,29/02/2020,11.1,4.2,7.3,11.1,-1,3.6,4,80.07,8.04,,16.67,,,,70.4,48.1,222.5,986.4,50.9,25,182.8,7.2,5,,2020-02-29T06:48:13,2020-02-29T17:41:10,0.14,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,01/03/2020,10.1,4.3,6.6,10.1,-0.3,2.7,0.9,68.08,0,,0,,,,55.5,40.6,222.9,988.8,33.8,32.5,252.3,10.9,6,,2020-03-01T06:46:04,2020-03-01T17:42:55,0.18,Partially cloudy,2,wind,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,02/03/2020,9.1,3.6,5.6,5.9,-0.1,2.8,1.7,77.99,5.39,,12.5,,,,50,25.9,223.4,990.4,48.3,30.2,188.9,7.5,4,,2020-03-02T06:43:54,2020-03-02T17:44:41,0.23,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with a chance of rain throughout the day.
Heathrow Airport,03/03/2020,10.1,2.1,5.4,10.1,-1.5,2.6,1.7,77.53,0.8,,4.17,,,,33.5,24.1,247.5,1002.5,37.9,28.3,126.5,5,3,,2020-03-03T06:41:43,2020-03-03T17:46:26,0.28,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with late afternoon rain.
Heathrow Airport,04/03/2020,8.1,0.8,4.7,6.1,-1.2,2.8,3.2,90.34,4.98,,8.33,,,,,14.7,138.4,1007.4,85,13.9,87.6,3.5,2,,2020-03-04T06:39:32,2020-03-04T17:48:12,0.34,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with late afternoon rain.
Heathrow Airport,05/03/2020,6.1,5,5.6,3.8,1.6,2.4,4.5,92.73,10,,12.5,,,,46.7,22.4,112.1,995.1,89.1,7.1,29.5,1.2,1,,2020-03-05T06:37:21,2020-03-05T17:49:56,0.38,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,06/03/2020,9.8,2.3,5.9,8.3,-0.3,3.9,0.7,71.42,1.01,,4.17,,,,,14.8,300.4,1005.3,46.9,19.8,254.1,11,6,,2020-03-06T06:35:08,2020-03-06T17:51:41,0.43,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with early morning rain.
Heathrow Airport,07/03/2020,12.7,1.8,7.9,12.7,-1.4,6.6,4.9,81.73,0,,4.17,,,,57.5,38.8,219.6,1015,76.2,17.8,130.4,5.6,3,,2020-03-07T06:32:55,2020-03-07T17:53:25,0.46,Partially cloudy,2,wind,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,08/03/2020,13.1,6.1,9.8,13.1,2.5,8.3,6.2,78.58,2.42,,12.5,,,,61.2,40.6,225.5,1006,60.4,24.4,168.5,7.3,4,,2020-03-08T06:30:42,2020-03-08T17:55:09,0.49,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,09/03/2020,10.6,4.6,7.5,10.6,0.7,4.6,4.3,81.35,1.01,,8.33,,,,50.9,31.6,235,1011.1,53.3,20.8,153.2,6.6,3,,2020-03-09T06:28:28,2020-03-09T17:56:53,0.5,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with late afternoon rain.
Heathrow Airport,10/03/2020,15,10.1,12.6,15,10.1,12.5,10.2,86.15,5.03,,8.33,,,,71.8,42.8,249.2,1005,84.3,43,94.8,4.1,2,,2020-03-10T06:26:14,2020-03-10T17:58:36,0.51,Rain,1,rain,"03680099999,03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,11/03/2020,14.6,8.4,11,14.6,6.2,10.1,7,76.96,0,,8.33,,,,66.6,38.8,236.2,1008.9,72,39.4,238.1,10.3,6,,2020-03-11T06:23:59,2020-03-11T18:00:20,0.53,Partially cloudy,2,wind,"03680099999,03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day.
Heathrow Airport,12/03/2020,10.1,4.6,7.4,10.1,0.6,3.2,1.4,66.25,2.78,,16.67,,,,74.2,46.3,247.1,1010.1,40.8,26.8,241.9,10.5,6,,2020-03-12T06:21:44,2020-03-12T18:02:03,0.56,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with rain.
Heathrow Airport,13/03/2020,12.8,5.7,8.4,12.8,1,5.8,2.5,67.52,0.2,,4.17,,,,50,31.6,244.5,1017.4,69.5,27.3,216.7,9.4,5,,2020-03-13T06:19:29,2020-03-13T18:03:45,0.6,Rain,1,rain,"03680099999,03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with early morning rain.
Heathrow Airport,14/03/2020,12.6,6.6,9.5,12.6,3.1,7.9,6.5,82.72,0.81,,8.33,,,,50,29.5,185,1013.6,84.5,28.2,158.5,6.8,3,,2020-03-14T06:17:13,2020-03-14T18:05:28,0.65,Rain,1,rain,"03660099999,03672099999,03768099999,03781099999,D4121,03772099999,03770099999",Partly cloudy throughout the day with afternoon rain.
